Applied Field (H [arb. u.]),Magnetization with slope
44.0,4.262778135793993
43.0,4.2872825437415045
42.0,4.264403885754112
41.0,4.294337560805719
40.0,4.265016837850655
39.0,4.361947492928731
38.0,4.210386635172227
37.0,4.254127289004317
36.0,4.235078179997901
35.0,4.250605461576852
34.0,4.25029634265042
33.0,4.214649179354883
32.0,4.264751122423232
31.0,4.277236130698325
30.0,4.202524189572145
29.0,4.25155731982855
28.0,4.284400036127933
27.0,4.192697472638147
26.0,4.272861560058164
25.0,4.267667316224906
24.0,4.290676102687904
23.0,4.244982150339032
22.0,4.220363471914677
21.0,4.219414674828402
20.0,4.228218326515434
19.0,4.288474483445783
18.0,4.1918465869313986
17.0,4.214820131844869
16.0,4.187767717671622
15.0,4.237672184524996
14.0,4.190054902235872
13.0,4.192572878203203
12.0,4.21163140515525
11.0,4.294964931924164
10.0,4.22839063152988
9.0,4.1707557245235
8.0,4.12358099085114
7.0,4.147956211301126
6.0,4.288989759311628
5.0,4.212219523492904
4.0,4.265029385886329
3.0,4.109369361875023
2.0,4.211547581849413
1.0,4.143828108768786
0.0,4.151502767411211
-1.0,4.219758860036379
-2.0,4.19977854987078
-3.0,4.122634796076781
-4.0,4.223678062672142
-5.0,4.18720195288105
-6.0,4.1481619555204885
-7.0,4.133566277346664
-8.0,4.239595647341473
-9.0,4.242046640434952
-10.0,4.1248447234389385
-11.0,4.21569795576794
-12.0,4.163462933649824
-13.0,4.188434353660066
-14.0,4.149718743217237
-15.0,4.277067293778587
-16.0,4.162297436273865
-17.0,4.194082527194653
-18.0,4.152818117646337
-19.0,4.089424397647645
-20.0,4.147040189967942
-21.0,4.121846472984116
-22.0,4.182675969920541
-23.0,4.121916658168227
-24.0,4.182207849146566
-25.0,4.105749888303234
-26.0,4.206589619175189
-27.0,4.088480392077595
-28.0,4.092343491949192
-29.0,4.124765997952688
-30.0,4.122936983695117
-31.0,4.1178517278709394
-32.0,4.1970453447389335
-33.0,4.089187850048569
-34.0,4.123078251082316
-35.0,4.104812337382875
-36.0,4.157262435638662
-37.0,4.1024914337059
-38.0,4.058565461658263
-39.0,4.109413313404389
-40.0,4.113232976993335
-41.0,4.111040886653922
-42.0,4.137486859838592
-43.0,4.080700912191918
-44.0,4.108993520719938
-45.0,4.105894808744211
-46.0,4.147387972531828
-47.0,4.097897497484511
-48.0,4.090292532859216
-49.0,4.1483651333676255
-50.0,4.121914133681492
-51.0,4.110800814067581
-52.0,4.090142421512411
-53.0,4.10937574428849
-54.0,4.039368138136781
-55.0,4.12764888308986
-56.0,3.9666594715634815
-57.0,4.094102545680355
-58.0,4.030427470184085
-59.0,4.084212794544593
-60.0,4.108546540114988
-61.0,4.085958070114618
-62.0,4.112025958859616
-63.0,4.084132506953339
-64.0,4.1020743707485545
-65.0,4.083314586536227
-66.0,4.0682800091703175
-67.0,4.066810635138844
-68.0,3.9898932279929884
-69.0,4.046671563283201
-70.0,3.9897724026008583
-71.0,4.060060894008822
-72.0,4.021781868386964
-73.0,4.093633601470889
-74.0,4.119995098237505
-75.0,4.0666636152305475
-76.0,4.07825663581516
-77.0,4.047737113680368
-78.0,4.0667229658360995
-79.0,4.066970853189548
-80.0,4.007700480028431
-81.0,4.060454552856119
-82.0,3.941062119310478
-83.0,4.068565406608955
-84.0,4.023768616101396
-85.0,4.064688477154434
-86.0,3.988549688701377
-87.0,3.94155732438973
-88.0,4.111846495042948
-89.0,4.059369297421111
-90.0,3.9921134492766943
-91.0,4.084008852367086
-92.0,3.9919193131300856
-93.0,3.9801574418370347
-94.0,4.0277161550326905
-95.0,3.950894316125232
-96.0,4.008447598829633
-97.0,4.026784676944936
-98.0,3.999198461967889
-99.0,3.9906089573669834
-100.0,4.043931016884735
-101.0,3.9078970759156357
-102.0,3.904389066274511
-103.0,3.680325393732312
-104.0,3.191315458159193
-105.0,3.0448477719153413
-106.0,2.5101996584860347
-107.0,2.2432273333487314
-108.0,1.9853238517677612
-109.0,1.9852852447105054
-110.0,1.964823528701024
-111.0,1.9672277883271412
-112.0,1.9478651524542514
-113.0,1.9925106056715167
-114.0,1.9672409307252943
-115.0,1.997129397169768
-116.0,1.951542249546404
-117.0,1.9974475269740317
-118.0,1.979549559032092
-119.0,1.953058380402251
-120.0,1.9776621074457366
-121.0,1.9929865669090976
-122.0,1.9013282459417817
-123.0,1.9351700494303654
-124.0,1.9127055859532731
-125.0,1.9885232464307467
-126.0,1.9741234050991034
-127.0,1.9872375854019975
-128.0,2.016033101825159
-129.0,1.9265940468330909
-130.0,1.9337367737121383
-131.0,1.964515079619043
-132.0,1.9175300603649956
-133.0,1.9643472337288301
-134.0,1.9349868860114607
-135.0,1.900296117950957
-136.0,1.9814567378498789
-137.0,1.9470413703378115
-138.0,1.910524529778091
-139.0,1.9319325287922693
-140.0,1.9032147779198525
-141.0,1.9029406314950057
-142.0,1.9444863237772372
-143.0,1.9344617420295194
-144.0,1.9593571250883424
-145.0,1.8907681440045585
-146.0,1.8750673360562484
-147.0,1.8612913644447673
-148.0,1.9170071276436544
-149.0,1.8878126392612105
-150.0,1.991086111557738
-151.0,1.860065930998347
-152.0,1.9143369848373808
-153.0,1.9020420893064802
-154.0,1.9501425599662763
-155.0,1.8694638597685431
-156.0,1.838796840798967
-157.0,1.9107549377091653
-158.0,1.9639807553615551
-159.0,1.9397109237270294
-160.0,1.915504520113218
-161.0,1.9114790804877213
-162.0,1.8659487815103903
-163.0,1.8400667628166514
-164.0,1.8914451710758267
-165.0,1.8954724828110852
-166.0,1.8386923739189307
-167.0,1.8125051245444816
-168.0,1.8333732387392294
-169.0,1.8404581301206155
-170.0,1.786659335718295
-171.0,1.850627613452164
-172.0,1.8554447421050015
-173.0,1.8507868733398878
-174.0,1.9453537710402096
-175.0,1.874636146186416
-176.0,1.8182296495104553
-177.0,1.808991310102273
-178.0,1.8524605325585215
-179.0,1.8426007971669698
-180.0,1.8354665156530126
-181.0,1.841631627247466
-182.0,1.7946033861843969
-183.0,1.8840185963364946
-184.0,1.803090740487923
-185.0,1.7933331140447857
-186.0,1.8172509181404664
-187.0,1.8185049656287506
-188.0,1.833706020236761
-189.0,1.8145644577383102
-190.0,1.908557338589873
-191.0,1.8067142628150994
-192.0,1.8083155223396274
-193.0,1.8388448359650127
-194.0,1.846111099229839
-195.0,1.9520301956181627
-196.0,1.820005378513852
-197.0,1.7742742829286389
-198.0,1.7295001808229653
-199.0,1.7371064929899132
-200.0,1.8089229112551028
-200.0,1.8944843289165365
-199.0,1.8257295329736656
-198.0,1.7841510952893014
-197.0,1.8454101145158277
-196.0,1.8394461429873217
-195.0,1.8782858890958973
-194.0,1.7784275608086442
-193.0,1.7872071754033296
-192.0,1.881829585870892
-191.0,1.7807865499874729
-190.0,1.8180871591980172
-189.0,1.8544767149976167
-188.0,1.8727854816461176
-187.0,1.8216772348349735
-186.0,1.8802188979096792
-185.0,1.8456871884888013
-184.0,1.8139795641090117
-183.0,1.8800936140774382
-182.0,1.891862228180785
-181.0,1.9101770298563459
-180.0,1.8409147443655978
-179.0,1.8212311772757341
-178.0,1.8077132668649747
-177.0,1.887563319679197
-176.0,1.8851319678401928
-175.0,1.9148876018060186
-174.0,1.8576763280101491
-173.0,1.872038102999615
-172.0,1.9359745816025005
-171.0,1.8593361899100542
-170.0,1.8745876198618452
-169.0,1.8221350509284404
-168.0,1.9183115153963202
-167.0,1.8866445838797845
-166.0,1.8437652947665988
-165.0,1.8777062711366543
-164.0,1.915037474667604
-163.0,1.8803849933344132
-162.0,1.8995734865885259
-161.0,1.8805276004507547
-160.0,1.84639899785714
-159.0,1.8424368380482896
-158.0,1.881749216607184
-157.0,1.8986399850307496
-156.0,1.8848093591869441
-155.0,1.9246050207639374
-154.0,1.8723831043315824
-153.0,1.8685410025516438
-152.0,1.9021981222277342
-151.0,1.8883341501428834
-150.0,1.932601480613095
-149.0,1.9618563993805154
-148.0,1.8317981915124906
-147.0,1.877468452291485
-146.0,1.9216793279677915
-145.0,1.8971559794460773
-144.0,1.9506352289731315
-143.0,1.8719307710061108
-142.0,1.9373287011012812
-141.0,1.9941506889993978
-140.0,2.0182241603927844
-139.0,1.9470366338709448
-138.0,1.8461174810363008
-137.0,1.9360708110837184
-136.0,1.9229005468535332
-135.0,1.9318166092813507
-134.0,1.9265054831811719
-133.0,1.9078920050607282
-132.0,1.9422561964430944
-131.0,1.9266310873992114
-130.0,1.981370094659183
-129.0,1.8214460851471976
-128.0,2.013086595927403
-127.0,1.889967229844285
-126.0,1.9747448842893156
-125.0,1.997740799953708
-124.0,1.9182749621777078
-123.0,1.9308838929038665
-122.0,1.9357630085914
-121.0,1.954824546941274
-120.0,1.9579321799532823
-119.0,1.9488690519444245
-118.0,1.9544265268766259
-117.0,1.958602762287522
-116.0,1.9489770013707475
-115.0,1.933507554455494
-114.0,1.9984370071403965
-113.0,1.9991932867055837
-112.0,1.9837787617747378
-111.0,2.0087875617248945
-110.0,1.9396579495901116
-109.0,1.9689305956798901
-108.0,1.987684345434806
-107.0,1.9701310616446848
-106.0,2.0279310731178293
-105.0,2.059951060804285
-104.0,1.9819526996501386
-103.0,1.999061519494751
-102.0,2.01533294829693
-101.0,2.0369203611107567
-100.0,2.0265143566502877
-99.0,1.947997245710956
-98.0,2.0156940125818847
-97.0,1.9877538485957382
-96.0,1.983741389229625
-95.0,2.0091290556100656
-94.0,1.9950971578460066
-93.0,2.0315374760270615
-92.0,2.0412309079727136
-91.0,1.9686364853360865
-90.0,1.992573518170549
-89.0,1.9774495464111852
-88.0,2.058774217754318
-87.0,1.9870897751037857
-86.0,2.0135362201817895
-85.0,2.04212739967235
-84.0,1.999554660863707
-83.0,1.9538971137830345
-82.0,2.08872198314948
-81.0,2.0267371697085785
-80.0,1.99224660670828
-79.0,2.0772989035825096
-78.0,1.9885412970558078
-77.0,2.030190938336907
-76.0,2.122154296390894
-75.0,2.1054286854522775
-74.0,2.0530890267270943
-73.0,2.0161921179618485
-72.0,2.1097577383945962
-71.0,2.0788346224276633
-70.0,2.0519601991336547
-69.0,2.0954771596740263
-68.0,2.1374663086306462
-67.0,2.055714860415937
-66.0,2.0371492346009084
-65.0,2.039628376333109
-64.0,2.0654351105951276
-63.0,2.0551972512124412
-62.0,2.075746413317981
-61.0,2.096159160364265
-60.0,2.0845007669818956
-59.0,2.1018478388499338
-58.0,2.120139724586913
-57.0,2.0556979208371238
-56.0,2.0806389278741273
-55.0,2.0410448796396055
-54.0,2.051700010679428
-53.0,2.124096686045763
-52.0,2.1399524327282897
-51.0,2.1069443631917375
-50.0,2.10357733609618
-49.0,2.066718811825856
-48.0,2.1338477883986906
-47.0,2.101623049041249
-46.0,2.123643243085748
-45.0,2.1033733480817074
-44.0,2.1789505505908737
-43.0,2.0739534889938382
-42.0,2.1360985361039266
-41.0,2.1326131951587657
-40.0,2.0266062586266633
-39.0,2.148415153124976
-38.0,2.1039486498102655
-37.0,2.185898423677834
-36.0,2.164912544295566
-35.0,2.083517258771924
-34.0,2.1897475123017647
-33.0,2.1261620376234527
-32.0,2.1448722524790984
-31.0,2.1311830782340984
-30.0,2.1185179466526995
-29.0,2.1276255264548904
-28.0,2.2203091890920947
-27.0,2.115355784291117
-26.0,2.13411636244166
-25.0,2.1667640300549276
-24.0,2.1297456347871933
-23.0,2.245888852655207
-22.0,2.170972534381146
-21.0,2.1409659396947065
-20.0,2.186406999083789
-19.0,2.160431333510278
-18.0,2.242365874270527
-17.0,2.4644947403402577
-16.0,2.828212089787237
-15.0,3.2960127647288027
-14.0,3.7512087153197404
-13.0,4.000205452644405
-12.0,4.135415099813307
-11.0,4.189434072121384
-10.0,4.146302534553925
-9.0,4.127943660084202
-8.0,4.220409327532288
-7.0,4.172529643083825
-6.0,4.171078682996613
-5.0,4.156434279630632
-4.0,4.23537244465507
-3.0,4.244998395282772
-2.0,4.223563486360722
-1.0,4.1746937021001385
0.0,4.192729052356015
1.0,4.192350368201423
2.0,4.224962337310638
3.0,4.197006213880199
4.0,4.2332102596551175
5.0,4.191714482890712
6.0,4.224770052324314
7.0,4.213566426759547
8.0,4.195863451744337
9.0,4.261395185262984
10.0,4.239345477478764
11.0,4.244918095889931
12.0,4.173078885501387
13.0,4.24756089281282
14.0,4.202509830595745
15.0,4.21972277579446
16.0,4.231275829410822
17.0,4.182867518487576
18.0,4.218720127539706
19.0,4.234218571798754
20.0,4.252940471572318
21.0,4.218923298588367
22.0,4.211919247630942
23.0,4.195071462495357
24.0,4.242117185828579
25.0,4.22817912152517
26.0,4.235686454559998
27.0,4.2875702495643395
28.0,4.310825918475247
29.0,4.313887551266099
30.0,4.317515819010343
31.0,4.244419099150327
32.0,4.277448171454869
33.0,4.270612636917844
34.0,4.2598794771480275
35.0,4.271599591695937
36.0,4.278425149199847
37.0,4.220672652168803
38.0,4.285613236200439
39.0,4.251815489911075
40.0,4.314933682727825
41.0,4.276595723560459
42.0,4.2641779553428405
43.0,4.220853304704916
44.0,4.287027298772117
45.0,4.251943770247349
46.0,4.336736335572844
47.0,4.300617071390037
48.0,4.2716252852919885
49.0,4.321155569705132
50.0,4.348071922439357
51.0,4.305211308576401
52.0,4.339944584678831
53.0,4.277637535398815
54.0,4.307821669539856
55.0,4.335519121085842
56.0,4.274578297775401
57.0,4.291459347000454
58.0,4.303480101070643
59.0,4.279802994015102
60.0,4.3791691818069785
61.0,4.349138547592297
62.0,4.295333534706376
63.0,4.278768282965699
64.0,4.302269688413903
65.0,4.264665608133101
66.0,4.29814868414358
67.0,4.279604126174212
68.0,4.254247157707291
69.0,4.2912209222618785
70.0,4.290114455255983
71.0,4.392065460334813
72.0,4.398394085801555
73.0,4.373135336640462
74.0,4.3503991650944975
75.0,4.402382854605801
76.0,4.348416172885338
77.0,4.330857517477756
78.0,4.362625751012196
79.0,4.358589317366143
80.0,4.361452529331855
81.0,4.3522797316614374
82.0,4.378990876414856
83.0,4.403670731533927
84.0,4.3810019249305645
85.0,4.374220170842022
86.0,4.344122012281202
87.0,4.369013934724233
88.0,4.3706845566525105
89.0,4.328386164318608
90.0,4.387438456144819
91.0,4.338399371236556
92.0,4.350936925999608
93.0,4.384688036191509
94.0,4.322647012162291
95.0,4.387582980727543
96.0,4.405720056291076
97.0,4.347690969179417
98.0,4.345483394115946
99.0,4.366956324477114
100.0,4.379479554631874
101.0,4.3520207105469595
102.0,4.416780302980196
103.0,4.435765764424258
104.0,4.408805382976806
105.0,4.36913586971078
106.0,4.35923339344141
107.0,4.381962208627873
108.0,4.358738092498958
109.0,4.339414536609901
110.0,4.426434532422685
111.0,4.432755672650348
112.0,4.379093532596922
113.0,4.446102636262244
114.0,4.44389690401271
115.0,4.378273863670484
116.0,4.465723745694814
117.0,4.4326523612177375
118.0,4.416430271494957
119.0,4.478288972631055
120.0,4.412269193219472
121.0,4.445707267061061
122.0,4.459989522298793
123.0,4.482982858707137
124.0,4.48434313407496
125.0,4.4946064064173115
126.0,4.4106221179101315
127.0,4.498251684784799
128.0,4.426117538447442
129.0,4.439474722201502
130.0,4.491235236526942
131.0,4.415357989192739
132.0,4.511173475235231
133.0,4.449828679244338
134.0,4.503433154799469
135.0,4.469687307434841
136.0,4.48916119393617
137.0,4.482025482735908
138.0,4.451965948876976
139.0,4.356887155125358
140.0,4.491791958761178
141.0,4.492293807883521
142.0,4.41668142316545
143.0,4.54288911281134
144.0,4.438581628290454
145.0,4.494655619126891
146.0,4.503015906445453
147.0,4.531921205996288
148.0,4.541997998458865
149.0,4.560821734716213
150.0,4.47272400614096
151.0,4.508121731828783
152.0,4.467499764085969
153.0,4.572651919223189
154.0,4.544233861741273
155.0,4.544881100624059
156.0,4.459086008218342
157.0,4.562218761278839
158.0,4.596598589332169
159.0,4.552419859044028
160.0,4.587255943767076
161.0,4.494181921671667
162.0,4.580905100975105
163.0,4.460592721731676
164.0,4.445485451769848
165.0,4.509717821684803
166.0,4.552550198165494
167.0,4.472775277591348
168.0,4.504180973174836
169.0,4.567638530398955
170.0,4.638814471414815
171.0,4.605735455733483
172.0,4.567578801923294
173.0,4.521891179060052
174.0,4.548374862631649
175.0,4.639166021826672
176.0,4.594395839361296
177.0,4.512272143323055
178.0,4.629319610070533
179.0,4.579968404251406
180.0,4.590119026090152
181.0,4.524763687250614
182.0,4.593279976908606
183.0,4.475915028471164
184.0,4.6333898450364295
185.0,4.533066212517929
186.0,4.613544332023525
187.0,4.5840331058760855
188.0,4.505196932464876
189.0,4.595616760387655
190.0,4.576917027995102
191.0,4.621538484569374
192.0,4.651380108468354
193.0,4.640943834956148
194.0,4.551279272123512
195.0,4.605362060996968
196.0,4.581818564313097
197.0,4.594129811605363
198.0,4.543081230222288
199.0,4.590260648230692
200.0,4.59899937140404
