Applied Field (H [arb. u.]),Normalized Magnetization
49.0,0.9995967173952253
48.0,0.9993103957984358
47.0,0.9982607837795507
46.0,0.9994630972485331
45.0,0.9993103957984358
44.0,0.9991386159602414
43.0,0.9999785220447865
42.0,0.9993103957984358
41.0,0.9893063484469192
40.0,0.9942756081219716
39.0,0.9991386159602414
38.0,0.99559070176185
37.0,0.997993668476415
36.0,0.9982607837795507
35.0,0.9997112536874962
34.0,0.9873095510056685
33.0,0.975754456667474
32.0,0.9999785220447865
31.0,0.9999403393929696
30.0,0.997993668476415
29.0,0.9999403393929696
28.0,0.9999785220447865
27.0,0.9794305177977237
26.0,0.9927896762608921
25.0,0.9993103957984358
24.0,0.9998067039386702
23.0,0.9999976135529384
22.0,0.9997112536874962
21.0,0.9998067039386702
20.0,0.9933039537491412
19.0,0.998947761013494
18.0,0.9917042697723202
17.0,0.9991386159602414
16.0,0.9998830663264535
15.0,0.9997112536874962
14.0,0.9999976135529384
13.0,0.9959910623578496
12.0,0.989934189386273
11.0,0.998947761013494
10.0,0.996734731218776
9.0,0.9999785220447865
8.0,0.9977074999235526
7.0,0.9998830663264535
6.0,0.9997112536874962
5.0,0.9999976135529384
4.0,0.9951713337924919
3.0,0.9994630972485331
2.0,0.9994630972485331
1.0,0.9999976135529384
0.0,0.9951713337924919
-1.0,0.9785395078180079
-2.0,0.9922564448752133
-3.0,0.9879940167293912
-4.0,0.9987378346019109
-5.0,0.9982607837795507
-6.0,0.9997112536874962
-7.0,0.9998830663264535
-8.0,0.9987378346019109
-9.0,0.9998067039386702
-10.0,0.9999976135529384
-11.0,0.9991386159602414
-12.0,0.9998830663264535
-13.0,0.9998830663264535
-14.0,0.9927896762608921
-15.0,0.99559070176185
-16.0,0.9963724079369848
-17.0,0.9963724079369848
-18.0,0.9994630972485331
-19.0,0.996734731218776
-20.0,0.9947329664561612
-21.0,0.998947761013494
-22.0,0.9836047572272109
-23.0,0.9999976135529384
-24.0,0.9959910623578496
-25.0,0.9998830663264535
-26.0,0.9995967173952253
-27.0,0.9963724079369848
-28.0,0.9917042697723202
-29.0,0.9974022835843658
-30.0,0.9997112536874962
-31.0,0.9963724079369848
-32.0,0.9963724079369848
-33.0,0.9997112536874962
-34.0,0.9998830663264535
-35.0,0.9991386159602414
-36.0,0.9999976135529384
-37.0,0.9987378346019109
-38.0,0.9991386159602414
-39.0,0.99559070176185
-40.0,0.9998067039386702
-41.0,0.9963724079369848
-42.0,0.989934189386273
-43.0,0.9998067039386702
-44.0,0.9999976135529384
-45.0,0.9999976135529384
-46.0,0.9995967173952253
-47.0,0.9999785220447865
-48.0,0.9985088407333136
-49.0,0.9933039537491412
-50.0,0.9970780252859086
-51.0,0.9922564448752133
-52.0,0.9997112536874962
-53.0,0.9970780252859086
-54.0,0.9997112536874962
-55.0,0.9997112536874962
-56.0,0.9922564448752133
-57.0,0.9997112536874962
-58.0,0.9879940167293912
-59.0,0.9982607837795507
-60.0,0.9963724079369848
-61.0,0.9998067039386702
-62.0,0.9997112536874962
-63.0,0.9886596201122758
-64.0,0.9998830663264535
-65.0,0.9970780252859086
-66.0,0.9970780252859086
-67.0,0.9997112536874962
-68.0,0.9998067039386702
-69.0,0.9933039537491412
-70.0,0.9970780252859086
-71.0,0.9999976135529384
-72.0,0.9947329664561612
-73.0,0.9994630972485331
-74.0,0.9963724079369848
-75.0,0.9995967173952253
-76.0,0.9998067039386702
-77.0,0.9893063484469192
-78.0,0.9819912883770492
-79.0,0.9995967173952253
-80.0,0.9970780252859086
-81.0,0.9866062360086216
-82.0,0.9999403393929696
-83.0,0.9963724079369848
-84.0,0.9999976135529384
-85.0,0.9999785220447865
-86.0,0.9927896762608921
-87.0,0.9893063484469192
-88.0,0.9994630972485331
-89.0,0.9982607837795507
-90.0,0.9999403393929696
-91.0,0.9819912883770492
-92.0,0.998947761013494
-93.0,0.9866062360086216
-94.0,0.9970780252859086
-95.0,0.9927896762608921
-96.0,0.9937992675216041
-97.0,0.9977074999235526
-98.0,0.9937992675216041
-99.0,0.9917042697723202
-100.0,0.9917042697723202
-101.0,0.9893063484469192
-102.0,0.8441405749499268
-103.0,0.6163880958061297
-104.0,0.2507207559613291
-105.0,-0.008738672234833244
-106.0,-0.47776662959213273
-107.0,-0.7261508955357348
-108.0,-0.9617552737096441
-109.0,-0.9873095510056685
-110.0,-0.9982607837795507
-111.0,-0.998947761013494
-112.0,-0.998737834601911
-113.0,-0.997993668476415
-114.0,-0.9999785220447865
-115.0,-0.9999403393929696
-116.0,-0.9998830663264535
-117.0,-0.9963724079369848
-118.0,-0.9999403393929696
-119.0,-0.9993103957984358
-120.0,-0.993303953749141
-121.0,-0.9998830663264535
-122.0,-0.9991386159602414
-123.0,-0.9998067039386702
-124.0,-0.9970780252859086
-125.0,-0.9917042697723203
-126.0,-0.9994630972485331
-127.0,-0.9937992675216042
-128.0,-0.9955907017618502
-129.0,-0.9999403393929696
-130.0,-0.9999403393929696
-131.0,-0.981156424552365
-132.0,-0.9959910623578496
-133.0,-0.9998830663264535
-134.0,-0.9967347312187759
-135.0,-0.9999976135529384
-136.0,-0.997993668476415
-137.0,-0.9974022835843657
-138.0,-0.9999403393929696
-139.0,-0.9959910623578496
-140.0,-0.9985088407333136
-141.0,-0.997993668476415
-142.0,-0.9922564448752131
-143.0,-0.9999785220447865
-144.0,-0.9999976135529384
-145.0,-0.993303953749141
-146.0,-0.9999976135529384
-147.0,-0.9994630972485331
-148.0,-0.9995967173952253
-149.0,-0.9982607837795507
-150.0,-0.9997112536874962
-151.0,-0.9974022835843657
-152.0,-0.9994630972485331
-153.0,-0.9994630972485331
-154.0,-0.981156424552365
-155.0,-0.9993103957984358
-156.0,-0.9899341893862729
-157.0,-0.9974022835843657
-158.0,-0.9803028289271011
-159.0,-0.9974022835843657
-160.0,-0.9982607837795507
-161.0,-0.9995967173952253
-162.0,-0.9999976135529384
-163.0,-0.9922564448752131
-164.0,-0.9911331614940936
-165.0,-0.9991386159602414
-166.0,-0.9999785220447865
-167.0,-0.998737834601911
-168.0,-0.9999403393929696
-169.0,-0.9977074999235527
-170.0,-0.9922564448752131
-171.0,-0.9911331614940936
-172.0,-0.9997112536874962
-173.0,-0.9747888249590421
-174.0,-0.9999976135529384
-175.0,-0.998947761013494
-176.0,-0.9985088407333136
-177.0,-0.9982607837795507
-178.0,-0.9993103957984358
-179.0,-0.9899341893862729
-180.0,-0.9955907017618502
-181.0,-0.981156424552365
-182.0,-0.9951713337924918
-183.0,-0.9974022835843657
-184.0,-0.997993668476415
-185.0,-0.997993668476415
-186.0,-0.9776298159987185
-187.0,-0.9977074999235527
-188.0,-0.9991386159602414
-189.0,-0.9999785220447865
-190.0,-0.9899341893862729
-191.0,-0.9982607837795507
-192.0,-0.9974022835843657
-193.0,-0.9977074999235527
-194.0,-0.998737834601911
-195.0,-0.9555421363098948
-196.0,-0.9999403393929696
-197.0,-0.9991386159602414
-198.0,-0.9999785220447865
-199.0,-0.9994630972485331
-200.0,-0.9999976135529384
-200.0,-0.9974022835843657
-199.0,-0.981156424552365
-198.0,-0.9999403393929696
-197.0,-0.9999976135529384
-196.0,-0.9977074999235527
-195.0,-0.9757544566674738
-194.0,-0.9995967173952253
-193.0,-0.9999976135529384
-192.0,-0.9747888249590421
-191.0,-0.9977074999235527
-190.0,-0.9927896762608922
-189.0,-0.9843833314490611
-188.0,-0.9942756081219715
-187.0,-0.9917042697723203
-186.0,-0.9995967173952253
-185.0,-0.9977074999235527
-184.0,-0.9911331614940936
-183.0,-0.9937992675216042
-182.0,-0.9999976135529384
-181.0,-0.9977074999235527
-180.0,-0.9922564448752131
-179.0,-0.9999976135529384
-178.0,-0.9999785220447865
-177.0,-0.9942756081219715
-176.0,-0.9963724079369848
-175.0,-0.9951713337924918
-174.0,-0.9999976135529384
-173.0,-0.998947761013494
-172.0,-0.9998067039386702
-171.0,-0.9999403393929696
-170.0,-0.9947329664561612
-169.0,-0.9977074999235527
-168.0,-0.9997112536874962
-167.0,-0.9999403393929696
-166.0,-0.9955907017618502
-165.0,-0.9999403393929696
-164.0,-0.9999403393929696
-163.0,-0.998737834601911
-162.0,-0.9911331614940936
-161.0,-0.997993668476415
-160.0,-0.9999403393929696
-159.0,-0.9999976135529384
-158.0,-0.9995967173952253
-157.0,-0.9974022835843657
-156.0,-0.9999976135529384
-155.0,-0.9974022835843657
-154.0,-0.9959910623578496
-153.0,-0.9927896762608922
-152.0,-0.9999403393929696
-151.0,-0.9995967173952253
-150.0,-0.9997112536874962
-149.0,-0.9994630972485331
-148.0,-0.9998067039386702
-147.0,-0.9970780252859086
-146.0,-0.9977074999235527
-145.0,-0.9999976135529384
-144.0,-0.9998830663264535
-143.0,-0.9999403393929696
-142.0,-0.9970780252859086
-141.0,-0.9970780252859086
-140.0,-0.9717803439522553
-139.0,-0.9970780252859086
-138.0,-0.9982607837795507
-137.0,-0.9994630972485331
-136.0,-0.9997112536874962
-135.0,-0.9991386159602414
-134.0,-0.9998067039386702
-133.0,-0.9999976135529384
-132.0,-0.9995967173952253
-131.0,-0.9997112536874962
-130.0,-0.9947329664561612
-129.0,-0.998947761013494
-128.0,-0.9991386159602414
-127.0,-0.997993668476415
-126.0,-0.9977074999235527
-125.0,-0.9955907017618502
-124.0,-0.998947761013494
-123.0,-0.9985088407333136
-122.0,-0.9963724079369848
-121.0,-0.9843833314490611
-120.0,-0.9927896762608922
-119.0,-0.9999976135529384
-118.0,-0.9917042697723203
-117.0,-0.9985088407333136
-116.0,-0.9999403393929696
-115.0,-0.9985088407333136
-114.0,-0.9993103957984358
-113.0,-0.9999785220447865
-112.0,-0.9947329664561612
-111.0,-0.9873095510056685
-110.0,-0.9999403393929696
-109.0,-0.993303953749141
-108.0,-0.9955907017618502
-107.0,-0.9998067039386702
-106.0,-0.9977074999235527
-105.0,-0.9977074999235527
-104.0,-0.9999976135529384
-103.0,-0.9959910623578496
-102.0,-0.9999785220447865
-101.0,-0.9995967173952253
-100.0,-0.9959910623578496
-99.0,-0.997993668476415
-98.0,-0.9893063484469193
-97.0,-0.9999403393929696
-96.0,-0.9974022835843657
-95.0,-0.9995967173952253
-94.0,-0.9999403393929696
-93.0,-0.9947329664561612
-92.0,-0.9970780252859086
-91.0,-0.9977074999235527
-90.0,-0.998947761013494
-89.0,-0.998737834601911
-88.0,-0.9999976135529384
-87.0,-0.9994630972485331
-86.0,-0.9967347312187759
-85.0,-0.9999403393929696
-84.0,-0.9974022835843657
-83.0,-0.9991386159602414
-82.0,-0.9959910623578496
-81.0,-0.9937992675216042
-80.0,-0.9959910623578496
-79.0,-0.9927896762608922
-78.0,-0.9828074044623059
-77.0,-0.9999976135529384
-76.0,-0.9997112536874962
-75.0,-0.9998067039386702
-74.0,-0.9997112536874962
-73.0,-0.9995967173952253
-72.0,-0.9911331614940936
-71.0,-0.9893063484469193
-70.0,-0.9959910623578496
-69.0,-0.9999976135529384
-68.0,-0.9998067039386702
-67.0,-0.9999785220447865
-66.0,-0.997993668476415
-65.0,-0.9974022835843657
-64.0,-0.9951713337924918
-63.0,-0.9886596201122757
-62.0,-0.9993103957984358
-61.0,-0.9947329664561612
-60.0,-0.998737834601911
-59.0,-0.9982607837795507
-58.0,-0.9995967173952253
-57.0,-0.9999976135529384
-56.0,-0.9998067039386702
-55.0,-0.9997112536874962
-54.0,-0.9999785220447865
-53.0,-0.9999403393929696
-52.0,-0.998947761013494
-51.0,-0.9942756081219715
-50.0,-0.9967347312187759
-49.0,-0.9998067039386702
-48.0,-0.9995967173952253
-47.0,-0.9974022835843657
-46.0,-0.9977074999235527
-45.0,-0.9873095510056685
-44.0,-0.9999785220447865
-43.0,-0.998737834601911
-42.0,-0.9899341893862729
-41.0,-0.9977074999235527
-40.0,-0.998737834601911
-39.0,-0.9999785220447865
-38.0,-0.9999403393929696
-37.0,-0.9794305177977235
-36.0,-0.9999403393929696
-35.0,-0.9967347312187759
-34.0,-0.9998067039386702
-33.0,-0.9922564448752131
-32.0,-0.9982607837795507
-31.0,-0.9994630972485331
-30.0,-0.997993668476415
-29.0,-0.9927896762608922
-28.0,-0.9873095510056685
-27.0,-0.9922564448752131
-26.0,-0.9776298159987185
-25.0,-0.993303953749141
-24.0,-0.9998067039386702
-23.0,-0.9886596201122757
-22.0,-0.9717803439522553
-21.0,-0.9959910623578496
-20.0,-0.9959910623578496
-19.0,-0.993303953749141
-18.0,-0.8856902082175149
-17.0,-0.723139862086395
-16.0,-0.3135844998343929
-15.0,0.09162852388961537
-14.0,0.4968433555962714
-13.0,0.7860940169408273
-12.0,0.9580822884829622
-11.0,0.9997112536874962
-10.0,0.997993668476415
-9.0,0.9738045830173998
-8.0,0.9999976135529384
-7.0,0.9997112536874962
-6.0,0.9982607837795507
-5.0,0.9696818940547787
-4.0,0.9995967173952253
-3.0,0.9879940167293912
-2.0,0.9942756081219716
-1.0,0.9997112536874962
0.0,0.9998830663264535
1.0,0.9999976135529384
2.0,0.99559070176185
3.0,0.9937992675216041
4.0,0.9999785220447865
5.0,0.9999785220447865
6.0,0.998947761013494
7.0,0.996734731218776
8.0,0.9937992675216041
9.0,0.9999403393929696
10.0,0.9999785220447865
11.0,0.9999785220447865
12.0,0.9951713337924919
13.0,0.9998067039386702
14.0,0.99559070176185
15.0,0.9982607837795507
16.0,0.9985088407333136
17.0,0.9991386159602414
18.0,0.9999403393929696
19.0,0.99559070176185
20.0,0.9974022835843658
21.0,0.9886596201122758
22.0,0.9937992675216041
23.0,0.9933039537491412
24.0,0.998947761013494
25.0,0.9982607837795507
26.0,0.9999976135529384
27.0,0.9843833314490612
28.0,0.9977074999235526
29.0,0.9974022835843658
30.0,0.9917042697723202
31.0,0.9873095510056685
32.0,0.996734731218776
33.0,0.9997112536874962
34.0,0.9917042697723202
35.0,0.9999785220447865
36.0,0.9997112536874962
37.0,0.9991386159602414
38.0,0.9993103957984358
39.0,0.9927896762608921
40.0,0.9997112536874962
41.0,0.9993103957984358
42.0,0.9917042697723202
43.0,0.9905431309438779
44.0,0.9933039537491412
45.0,0.9873095510056685
46.0,0.9999785220447865
47.0,0.9994630972485331
48.0,0.980302828927101
49.0,0.9937992675216041
50.0,0.9933039537491412
51.0,0.9999976135529384
52.0,0.9994630972485331
53.0,0.9977074999235526
54.0,0.9982607837795507
55.0,0.996734731218776
56.0,0.9982607837795507
57.0,0.989934189386273
58.0,0.9893063484469192
59.0,0.9911331614940936
60.0,0.9994630972485331
61.0,0.9995967173952253
62.0,0.9997112536874962
63.0,0.9999785220447865
64.0,0.9994630972485331
65.0,0.9977074999235526
66.0,0.99559070176185
67.0,0.9893063484469192
68.0,0.9999976135529384
69.0,0.9974022835843658
70.0,0.9995967173952253
71.0,0.9999785220447865
72.0,0.9999785220447865
73.0,0.9873095510056685
74.0,0.9999785220447865
75.0,0.9970780252859086
76.0,0.9851431122636652
77.0,0.9999976135529384
78.0,0.9994630972485331
79.0,0.9933039537491412
80.0,0.9993103957984358
81.0,0.9866062360086216
82.0,0.9998830663264535
83.0,0.9987378346019109
84.0,0.9993103957984358
85.0,0.9985088407333136
86.0,0.9974022835843658
87.0,0.9836047572272109
88.0,0.9873095510056685
89.0,0.9970780252859086
90.0,0.9995967173952253
91.0,0.9993103957984358
92.0,0.9999785220447865
93.0,0.9905431309438779
94.0,0.989934189386273
95.0,0.9970780252859086
96.0,0.9999403393929696
97.0,0.9998830663264535
98.0,0.9886596201122758
99.0,0.9933039537491412
100.0,0.998947761013494
101.0,0.9886596201122758
102.0,0.9970780252859086
103.0,0.9993103957984358
104.0,0.9998067039386702
105.0,0.9947329664561612
106.0,0.9985088407333136
107.0,0.9999403393929696
108.0,0.996734731218776
109.0,0.9987378346019109
110.0,0.9987378346019109
111.0,0.9970780252859086
112.0,0.9999785220447865
113.0,0.9987378346019109
114.0,0.9993103957984358
115.0,0.9947329664561612
116.0,0.9843833314490612
117.0,0.9858840851656268
118.0,0.9999976135529384
119.0,0.9999976135529384
120.0,0.9947329664561612
121.0,0.9999403393929696
122.0,0.9993103957984358
123.0,0.9974022835843658
124.0,0.9991386159602414
125.0,0.9893063484469192
126.0,0.9951713337924919
127.0,0.9999785220447865
128.0,0.9991386159602414
129.0,0.9982607837795507
130.0,0.9995967173952253
131.0,0.9985088407333136
132.0,0.9959910623578496
133.0,0.998947761013494
134.0,0.9999785220447865
135.0,0.9951713337924919
136.0,0.9977074999235526
137.0,0.998947761013494
138.0,0.9993103957984358
139.0,0.9982607837795507
140.0,0.9974022835843658
141.0,0.9998830663264535
142.0,0.9999976135529384
143.0,0.9947329664561612
144.0,0.9947329664561612
145.0,0.9937992675216041
146.0,0.9974022835843658
147.0,0.9963724079369848
148.0,0.9998067039386702
149.0,0.9998830663264535
150.0,0.9937992675216041
151.0,0.9963724079369848
152.0,0.9982607837795507
153.0,0.9999403393929696
154.0,0.9858840851656268
155.0,0.9994630972485331
156.0,0.9866062360086216
157.0,0.9995967173952253
158.0,0.9974022835843658
159.0,0.9998830663264535
160.0,0.9993103957984358
161.0,0.9991386159602414
162.0,0.9993103957984358
163.0,0.9991386159602414
164.0,0.9794305177977237
165.0,0.9999403393929696
166.0,0.9997112536874962
167.0,0.972801749633255
168.0,0.9963724079369848
169.0,0.9999785220447865
170.0,0.9999785220447865
171.0,0.9991386159602414
172.0,0.9999785220447865
173.0,0.9959910623578496
174.0,0.9999785220447865
175.0,0.9991386159602414
176.0,0.9993103957984358
177.0,0.9999403393929696
178.0,0.9873095510056685
179.0,0.9999785220447865
180.0,0.9963724079369848
181.0,0.9991386159602414
182.0,0.9977074999235526
183.0,0.9991386159602414
184.0,0.9982607837795507
185.0,0.9987378346019109
186.0,0.9997112536874962
187.0,0.9866062360086216
188.0,0.9999785220447865
189.0,0.9937992675216041
190.0,0.9999976135529384
191.0,0.9982607837795507
192.0,0.9987378346019109
193.0,0.9994630972485331
194.0,0.9995967173952253
195.0,0.997993668476415
196.0,0.9993103957984358
197.0,0.9873095510056685
198.0,0.998947761013494
199.0,0.9994630972485331
200.0,0.9991386159602414
